Mã HP,Tên HP,Thời lượng,Số tín chỉ,TC học phí,Trọng số,Học phần điều kiện,Tên tiếng anh,Tên viết tắt,Viện quản lý
ET3050,Lý thuyết thông tin ,3(3-1-0.5-6),3,5,0.7,ET3010,Information Theory,Lý thuyết thông tin ,KDTVT
ET3060,Điện tử số,3(3-1-1-6),3,5.5,0.7,"IT1010, PH3330",Digital Electronics,Điện tử số,KDTVT
ET3070,Cấu kiện điện tử,3(3-1-1-6),3,5.5,0.7,PH1020,Electronic Devices,Cấu kiện điện tử,KDTVT
ET3080,Xử lý số tín hiệu,3(3-1-0.5-6),3,5,0.7,MI1010,Digital Signal Processing,Xử lý số tín hiệu,KDTVT
ET3090,Điện tử tương tự I,3(3-1-1-6),3,5.5,0.7,ET3070=,Analog Electronics I,Điện tử tương tự I,KDTVT
ET30xx,Lập trình,4(3-1-1-8),4,5.5,0.7,,Programming,Lập trình,KDTVT
ET3110,Kỹ thuật vi xử lý,4(4-1-1-8),4,6.5,0.5,ET3060/ET3061,Microprocessors,Kỹ thuật vi xử lý,KDTVT
ET3130,Thông tin số,3(3-1-0.5-6),3,5,0.7,ET3050,Digital Communications,Thông tin số,KDTVT
ET3140,Điện tử tương tự II,3(3-1-1-6),3,5.5,0.7,ET3090,Analog Electronics II,Điện tử tương tự II,KDTVT
ET3150,Cơ sở đo lường điện tử,3(3-1-0.5-6),3,5,0.7,ET3110,Electronic Measurement,Cơ sở đo lường điện tử,KDTVT
ET3170,Đồ án thiết kế I,2(1-1-1-4),2,4,1,ET3160,Design Project I,Đồ án thiết kế I,KDTVT
ET3180,Thông tin vô tuyến,3(3-0-1-6),3,4.5,0.7,ET3250/ET3130,Wireless Communications,Thông tin vô tuyến,KDTVT
ET3200,Cơ sở mạng thông tin,2(2-1-0-4),2,3,0.7,ET3010,Fundamentals of Communication Networks,Cơ sở mạng thông tin,KDTVT
ET3550,Thực tập cơ bản,3(0-0-9-0),3,6,1,"(ET3060/ET3061), ET3030, (ET3090/ET3230)",Basic Practicum,Thực tập cơ bản,KDTVT
ET3560,Thực tập nâng cao,3(0-0-9-0),3,6,1,ET3550/ET2020,Advanced Practicum,Thực tập nâng cao,KDTVT
MI1026,Giải tích II,4(3-2-0-8),4,5,0.7,,Calculus II,Giải tích II,KTTD
MI1034,Toán III,5(4-3-0-10),5,7,0.5,,Math III,Toán III,KTTD
MI1036,Đại số,4(3-2-0-8),4,5,0.7,,Algebra,Đại số,KTTD
MI1046,Phương trình vi phân và chuỗi,3(2-2-0-6),3,4,0.7,,Differential Equations and Series,Phương trình vi phân và chuỗi,KTTD
MI2013,Phương pháp tính,3(3-0-1-6),3,4.5,0.7,,Numerical Methods,Phương pháp tính,KTTD
MI2023,Xác suất thống kê,3(2-2-0-6),3,4,0.7,,Probability and Statistics,Xác suất thống kê,KTTD
MI2026,Xác xuất thống kê,4(3-2-0-8),4,5,0.7,,Probability and Statistics,Xác xuất thống kê,KTTD
MI2033,Xác suất nâng cao,2(2-1-0-4),2,3,0.7,MI1023,Advanced Statistics,Xác suất nâng cao,KTTD
MI2044,Phương pháp tính,2(2-1-0-4),2,3,0.5,,Numerical Methods,Phương pháp tính,KTTD
MI3010,Toán rời rạc,3(3-1-0-6),3,4,0.7,MI1140/MI1030/MI1141/MI1142/MI1143,Discrete Mathematics,Toán rời rạc,KTTD
MI3014,Tối ưu hoá,2(2-0-0-4),2,2,0.5,,Optimization,Tối ưu hoá,KTTD
MI3015,Toán ứng dụng,2(2-1-0-4),2,3,0.7,,Applied Mathematics,Toán ứng dụng,KTTD
MI3020,Giải tích hàm,3(3-1-0-6),3,4,0.7,"MI1020,MI1030,MI1040",Functional Analysis,Giải tích hàm,KTTD
MI3025,Logic học,2(2-1-0-4),2,3,0.7,,Logics,Logic học,KTTD
MI3030,Xác suất thống kê,4(3-2-0-8),4,5,0.7,MI2060/MI3020,Probability and Statistics,Xác suất thống kê,KTTD
MI3034,Phép tính hình thức & ứng dụng,1(1-0-0-2),1,1,0.5,,Formal Calculation and Applications,Phép tính hình thức & ứng dụng,KTTD
MSE4418,Thực tập kỹ thuật,2(0-0-4-6),2,4,0.7,,Engineering Practicum,Thực tập kỹ thuật,KKHVCNVL
EE4423,Thiết bị khí nén và thủy lực trong tự động hóa,3(3-1-0-6),3,4,0.75,,Pneumatic and Hydraulic Automation Elements,Thiết bị khí nén và thủy lực trong tự động hóa,KD
EE4422,Vi điều khiển và ứng dụng,3(2-1-1-6),3,4.5,0.75,"EE2130,(EE3490/EE3491)",Microcontrollers and Applications,Vi điều khiển và ứng dụng,KD
FLE1204,Language Communication Skills 2,4(2-2-0-8),4,4,0.6,,Language Communication Skills 2,Language Communication Skills 2,KNN
FLE1205,Dealing with Texts 2,3(2-1-0-4),3,3,0.6,,Dealing with Texts 2,Dealing with Texts 2,KNN
FLE1206,Learning to learn 2 (BTL),3(2-1-0-4),3,3,0.6,,Learning to learn 2,Learning to learn 2 (BTL),KNN
FLE1207,Professional skills 1,4(2-2-0-8),4,4,0.5,,Professional skills 1,Professional skills 1,KNN
IT3072E,Operating Systems,2(2-0-0-4),2,2,0.7,,Operating Systems,Operating Systems,KCNTT
MSE4001,Vật liệu kỹ thuật,2(2-0-0-4),2,2,0.7,,Engineering Materials,Vật liệu kỹ thuật,KKHVCNVL
ET3046,Cơ sinh,3(2-1-0.5-6),3,4,0.7,,Biomechanics,Cơ sinh,KDTVT
ET3116,Kỹ thuật vi xử lý,4(3-1-1-8),4,5.5,0.7,,Microprocessors,Kỹ thuật vi xử lý,KDTVT
ET3146,Mạch điện tử II,4(3-1-1-8),4,5.5,0.7,,Electronic Circuits II,Mạch điện tử II,KDTVT
ET4010E,Đồ án thiết kế,3(0-0-6-12),3,6,1,,Design Project,Đồ án thiết kế,KDTVT
ET4020E,Xử lý số tín hiệu,3(3-0-1-6),3,4.5,0.7,,Digital Signal Processing,Xử lý số tín hiệu,KDTVT
ET4040E,Kiến trúc máy tính,3(3-0-1-6),3,4.5,0.7,,Computer Architectures,Kiến trúc máy tính,KDTVT
ET4070E,Thông tin số 1,3(3-0-1-6),3,4.5,0.7,,Digital Communications 1,Thông tin số 1,KDTVT
ET4080E,Cơ sở kỹ thuật mạng,3(3-1-0-6),3,4,0.7,,Fundamentals of Network Engineering,Cơ sở kỹ thuật mạng,KDTVT
ET4218,Thiết kế Kỹ thuật y sinh IV,1(0-2-0-2),1,2,0.7,,Biomedical Engineering Design IV,Thiết kế Kỹ thuật y sinh IV,KDTVT
ET5080E,Thiết kế số sử dụng VHDL,3(3-1-0-6),3,4,0.7,,Digital Design using VHDL,Thiết kế số sử dụng VHDL,KDTVT
ET3310,Lý thuyết mật mã,3(3-1-0-6),3,4,0.7,,Theory of Cryptography,Lý thuyết mật mã,KDTVT
CH2014,Hóa sinh đại cương,3(3-0-0-6),3,3,0.7,,Biochemistry,Hóa sinh đại cương,KCNHH
TEX5163,Quá trình sản xuất xơ sợi nhân tạo,2(2-0-1-4),2,3.5,0.7,,Manufacturing process of man-made fibers,Quá trình sản xuất xơ sợi nhân tạo,KCNDMVTT
TEX3104,Đồ án thiết kế,3(0-0-6-6),3,6,0.5,,Design Project,Đồ án thiết kế,KCNDMVTT
EE5072,Cơ khí đường dây,2(2-1-0-4),2,3,0.7,,Mechanical design of overhead lines,Cơ khí đường dây,KD
IT4779,Xử lý dữ liệu lớn,2(2-1-0-4),2,3,0.7,,Big data,Xử lý dữ liệu lớn,KCNTT
IT4756,Thương mại điện tử,2(2-1-0-4),2,3,0.7,,Electronic Commerce,Thương mại điện tử,KCNTT
IT4757,Kỹ thuật mô hình hóa và mô phỏng,2(2-1-0-4),2,3,0.6,,Modeling and simulation,Kỹ thuật mô hình hóa và mô phỏng,KCNTT
IT4766,Lập trình kịch bản với JavaScript,2(2-1-0-4),2,3,0.6,,Script Programming,Lập trình kịch bản với JavaScript,KCNTT
IT4867,Xử lý dữ liệu phân tán,2(2-1-0-4),2,3,0.6,,Distributed Data Processing,Xử lý dữ liệu phân tán,KCNTT
IT4868,Khai phá Web,3(3-1-0-6),3,4,0.6,IT3190,Web mining,Khai phá Web,KCNTT
IT3680,Thuật toán ứng dụng,3(0-0-6-6),3,9,0.7,,Applied Algorithms,Thuật toán ứng dụng,KCNTT
BF5831,Thực tập tốt nghiệp KTTP,3(0-0-6-6),3,7.5,0.5,,Graduation Practicum,Thực tập tốt nghiệp KTTP,VCNSHVTP
CH1020,Hoá học đại cương,3(2-1-1-6),3,4.5,0.7,,General Chemistry,Hoá học đại cương,KCNHH
EE4536,Dụng cụ và hệ thống tự động hóa đo trong xử lý môi trường,2(2-1-0-4),2,3,0.7,,Instrumentation and Automatic Systems in environmental treatment,Dụng cụ và hệ thống tự động hóa đo trong xử lý môi trường,KD
MSE3306,Các tính chất điện tử của vật liệu,3(3-0-0-6),3,3,0.7,,Electronic Properties of Materials,Các tính chất điện tử của vật liệu,KKHVCNVL
ME2112,Cơ học kỹ thuật 1,2(2-1-0-4),2,3,0.7,,Engineering Mechanics 1,Cơ học kỹ thuật 1,KCK
IT4912,Điện toán đám mây - nguồn mở,2(2-2-0-4),2,4,0.7,,Open-source based Cloud Computing,Điện toán đám mây - nguồn mở,KCNTT
IT4404,Phát triển Web trên nền tảng mã nguồn mở,2(2-1-0-4),2,3,0.7,,Open-source based Web Development,Phát triển Web trên nền tảng mã nguồn mở,KCNTT
IT3112,Hạ tầng công nghệ thông tin mã nguồn mở,2(2-1-0-4),2,3,0.7,,Open-source IT infrastructure,Hạ tầng công nghệ thông tin mã nguồn mở,KCNTT
IT4532,Đổi mới sáng tạo và khởi nghiệp công nghệ,2(2-1-0-4),2,3,0.7,,Innovation and Start-up,Đổi mới sáng tạo và khởi nghiệp công nghệ,KCNTT
TEX4005,Hình họa thời trang cơ bản,2(0-0-4-4),2,6,0.6,,Basics Fashion Drawing,Hình họa thời trang cơ bản,KCNDMVTT
TEX4015,Mỹ thuật trang phục,3(1-0-4-6),3,7,0.6,,Costume Art,Mỹ thuật trang phục,KCNDMVTT
TEX4025,Hình họa thời trang nâng cao,2(0-0-4-4),2,6,0.6,,Advanced Fashion Drawing,Hình họa thời trang nâng cao,KCNDMVTT
TEX4035,Lịch sử trang phục,2(1-2-0-4),2,3,0.6,,History of Costume,Lịch sử trang phục,KCNDMVTT
TEX4045,Phát triển ý tưởng thời trang,3(0-0-6-6),3,9,0.6,,Fashion Concept Development,Phát triển ý tưởng thời trang,KCNDMVTT
TEX4055,Thiết kế thời trang theo chuyên đề,2(1-2-0-4),2,4,0.6,,Fashion Product Design and Development,Thiết kế thời trang theo chuyên đề,KCNDMVTT
TEX4065,Tin học ứng dụng trong thiết kế thời trang,2(0-0-4-4),2,6,0.6,,Computer aided Fashion Design,Tin học ứng dụng trong thiết kế thời trang,KCNDMVTT
TEX4075,Lịch sử thiết kế mỹ thuật,2(2-1-0-4),2,3,0.6,,History of design,Lịch sử thiết kế mỹ thuật,KCNDMVTT
TEX4085,Trình diễn thời trang,2(1-2-0-4),2,3,0.6,,Fashion Show Production,Trình diễn thời trang,KCNDMVTT
TEX4095,Thương hiệu thời trang,2(1-2-0-4),2,3,0.6,,Fashion Brand,Thương hiệu thời trang,KCNDMVTT
TEX4105,Tâm lý và hành vi khách hàng thời trang,2(1-2-0-4),2,3,0.7,,Psychology and Behavior of Fashion Customers,Tâm lý và hành vi khách hàng thời trang,KCNDMVTT
TEX4115,Kỹ thuật trang trí sản phẩm thời trang,2(1-2-0-4),2,3,0.6,,Decorative techniques for fashion products,Kỹ thuật trang trí sản phẩm thời trang,KCNDMVTT
TEX5005,Đồ họa quảng cáo thời trang,2(1-2-0-4),2,3,0.6,,Graphic design for fashion brands,Đồ họa quảng cáo thời trang,KCNDMVTT
TEX5015,Dự báo xu hướng thời trang,2(1-2-0-4),2,3,0.6,,Fashion Trend Forecasting,Dự báo xu hướng thời trang,KCNDMVTT
TEX5025,Tạo mẫu thời trang mang phong cách dân tộc,3(1-4-0-6),3,5,0.6,,Ethnic design in fashion,Tạo mẫu thời trang mang phong cách dân tộc,KCNDMVTT
TEX5035,Tạo mẫu thời trang 3D,2(0-0-4-4),2,6,0.6,,3D fashion design,Tạo mẫu thời trang 3D,KCNDMVTT
TEX5045,Thiết kế bộ sưu tập thời trang công nghiệp,2(2-1-0-4),2,3,0.6,,Ready-to-wear collection,Thiết kế bộ sưu tập thời trang công nghiệp,KCNDMVTT
TEX5055,Đồ án thiết kế thời trang công nghiệp,3(0-0-6-6),3,9,0.5,,Ready-to-wear design project,Đồ án thiết kế thời trang công nghiệp,KCNDMVTT
TEX5065,Tạo mẫu phụ trang,2(1-2-0-4),2,3,0.6,,Accessories Design,Đồ án thiết kế thời trang công nghiệp,KCNDMVTT
TEX5075,Thiết kế phụ trang,2(0-0-4-4),2,6,0.6,,Accessories Technical Design,Thiết kế phụ trang,KCNDMVTT
TEX5095,Phong cách thời trang,2(1-2-0-4),2,3,0.6,,Fashion Styling,Phong cách thời trang,KCNDMVTT
IT3362,Kỹ năng ITSS học bằng tiếng Nhật 1,2(0-4-0-4),2,4,0.5,,FE-ITSS Practice in Japanese 1,Kỹ năng ITSS học bằng tiếng Nhật 1,KCNTT
IT3382,Kỹ năng ITSS học bằng tiếng Nhật 2,2(0-4-0-4),2,4,0.5,,FE-ITSS Practice in Japanese 2,Kỹ năng ITSS học bằng tiếng Nhật 2,KCNTT
EE1002,Nhập môn công nghệ kỹ thuật điện,2(2-0-1-4),2,3.5,0.7,,Introduction to Electrical Engineering,Nhập môn công nghệ kỹ thuật điện,KD
EE3511,Truyền động điện,3(3-0-1-6),3,4.5,0.7,,Electric Drives,Truyền động điện,KD
EE3111,Kỹ thuật đo lường,2(2-0-1-4),2,3.5,0.7,,Instrumentations,Kỹ thuật đo lường,KD
EE3412,Điện tử công suất,3(3-0-1-6),3,4.5,0.7,,Power Electronics,Điện tử công suất,KD
EE3081,Máy điện II,3(3-1-0-6),3,4,0.7,,Electric Machine II,Máy điện II,KD
EE3050,Vật liệu kỹ thuật điện,3(3-1-0-6),3,4,0.7,,Electrical Materials,Vật liệu kỹ thuật điện,KD
EE3171,Thí nghiệm HTĐ I,1(0-0-2-2),1,3,1,,Laboratory Course in Power System Supply I,Thí nghiệm HTĐ I,KD
EE3070,Điều khiển máy điện,3(3-0-1-6),3,4.5,0.5,,Electric machine control,Điều khiển máy điện,KD
EE3082,Chiếu sáng dân dụng & công nghiệp,3(3-1-0-6),3,4,0.7,,Lighting Engineering,Chiếu sáng dân dụng & công nghiệp,KD
EE3060,Thiết bị đóng cắt cao áp,3(3-0-1-6),3,4.5,0.7,,High voltage Circuit Breaker,Thiết bị đóng cắt cao áp,KD
EE3061,Máy điện III,3(3-1-0-6),3,4,0.7,,Electric Machine III,Máy điện III,KD
EE3267,Công nghệ chế tạo máy điện,3(3-1-0-6),3,4,0.7,,Manufacturing Technology of Electrical Machines,Công nghệ chế tạo máy điện,KD
EE3170,Lưới điện I,4(4-1-0-8),4,5,0.7,,Electric Power Network I,Lưới điện I,KD
EE3172,Ngắn mạch trong HTĐ,3(3-1-0-6),3,4,0.7,,Short Circuit Analysis,Ngắn mạch trong HTĐ,KD
EE3174,Bảo vệ và điều khiển HTĐ I,3(3-1-0-6),3,4,0.7,,Power System Protection I,Bảo vệ và điều khiển HTĐ I,KD
EE3175,Thí nghiệm HTĐ III (BV & ĐK),1(0-0-2-2),1,3,1,,Laboratory Course in Power System Supply III,Thí nghiệm HTĐ III (BV & ĐK),KD
EE3176,Phần điện Nhà máy điện và Trạm biến áp,3(3-1-0-6),3,4,0.7,,Electric Parts of Power Plant and Substation,Phần điện Nhà máy điện và Trạm biến áp,KD
EE3177,Thí nghiệm HTĐ IV (NMĐ & TBA),1(0-0-2-2),1,3,1,,Laboratory Course in Power System Supply IV,Thí nghiệm HTĐ IV (NMĐ & TBA),KD
EE3830,Đồ án III,2(0-0-4-4),2,4,1,,Project III,Đồ án III,KD
MI2001,Nhập môn HTTTQL,3(3-0-0-6),3,3,0.7,,Introduction to MIS,Nhập môn HTTTQL,KTTD
MI3031,Suy luận thống kê,3(2-2-0-6),3,4,0.7,,Statistical inference,Suy luận thống kê,KTTD
MI4260,An toàn HTTT,3(3-1-0-6),3,4,0.7,,Information Systems Security,An toàn HTTT,KTTD
EM3109,Kinh tế học đại cương,4(3-2-0-8),4,5,0.7,,Fundamentals of Economics,Kinh tế học đại cương,KKTVQL
MI4202,Khai phá dữ liệu,3(3-1-0-6),3,4,0.7,,Data Mining,Khai phá dữ liệu,KTTD
MI4212,Kho dữ liệu và kinh doanh thông minh,3(3-1-0-6),3,4,0.7,,Data warehouse and Business intelligence,Kho dữ liệu và kinh doanh thông minh,KTTD
EM4210,Khởi sự kinh doanh,3(2-2-0-6),3,4,0.6,,Business Start-up,Khởi sự kinh doanh,KKTVQL
MI4402,Lập trình mobile,3(2-0-2-6),3,5,0.7,,Mobile programming,Lập trình mobile,KTTD
MI4302,Hệ thống phân tán,3(2-0-2-6),3,5,0.7,,Distributed systems,Hệ thống phân tán,KTTD
MI4412,Quản trị dự án CNTT,3(2-2-0-6),3,4,0.7,,IT project management,Quản trị dự án CNTT,KTTD
MI4422,Quản trị quan hệ khách hàng,3(3-1-0-6),3,4,0.7,,Customer Relationship Management,Quản trị quan hệ khách hàng,KTTD
MI4392,Công nghệ web và kinh doanh điện tử,3(2-0-2-6),3,5,0.7,,Web and E-business,Công nghệ web và kinh doanh điện tử,KTTD
EM2210,Giao tiếp kinh doanh và thuyết trình,2(2-1-0-4),2,3,0.7,,Business Communication,Giao tiếp kinh doanh và thuyết trình,KKTVQL
EM3221,Kỹ năng viết báo cáo khoa học,2(1-2-0-4),2,3,0.7,,Report and Thesis Writing,Kỹ năng viết báo cáo khoa học,KKTVQL
MI1111,Giải tích I,4(3-2-0-8),4,5,0.7,,Calculus I,Giải tích I,KTTD
MI1121,Giải tích II,3(2-2-0-6),3,4,0.7,,Calculus II,Giải tích II,KTTD
MI1131,Giải tích III,3(2-2-0-6),3,4,0.7,,Calculus III,Giải tích III,KTTD
MI1141,Đại số,4(3-2-0-8),4,5,0.7,,Algebra,Đại số,KTTD
MI1112,Giải tích I,3(2-2-0-6),3,4,0.7,,Calculus I,Giải tích I,KTTD
MI1122,Giải tích II,3(2-2-0-6),3,4,0.7,,Calculus II,Giải tích II,KTTD
MI1132,Giải tích III,3(2-2-0-6),3,4,0.7,,Calculus III,Giải tích III,KTTD
MI1142,Đại số,3(2-2-0-6),3,4,0.7,,Algebra,Đại số,KTTD
MI1113,Giải tích I,4(3-2-0-8),4,5,0.7,,Calculus I,Giải tích I,KTTD
MI1133,Giải tích III,3(2-2-0-6),3,4,0.7,,Calculus III,Giải tích III,KTTD
MI1143,Đại số,4(3-2-0-8),4,5,0.7,,Algebra,Đại số,KTTD
EE1024,Nhập môn ngành Điện,2(1-1-1-4),2,3.5,0.5,,Introduction to Electrical Engineering,Nhập môn ngành Điện,KD
EE3179,Thí nghiệm HTĐ II (LĐ),1(0-0-2-2),1,3,1,,Laboratory Course in Power System Supply II,Thí nghiệm HTĐ II (LĐ),KD
FL1023,Ngữ âm thực hành,2(2-1-0-4),2,3,0.5,,Practical Pronunciation,Ngữ âm thực hành,KNN
FL1024,Ngữ pháp ứng dụng,2(2-1-0-4),2,3,0.5,,Grammar for Academic Writing,Ngữ pháp ứng dụng,KNN
BIT3030,Kiến trúc máy tính,3(3-1-0-6),3,4,0.7,,Computer Architectures,Kiến trúc máy tính,VDTLT
BIT3010,Cấu trúc dữ liệu và giải thuật,3(3-1-0-6),3,4,0.7,,Data Structures and Algorithms,Cấu trúc dữ liệu và giải thuật,VDTLT
EM2130,Toán tài chính đại cương,2(2-1-0-4),2,3,0.7,MI3131,Introduction of Financial Mathematics,Toán tài chính đại cương,KKTVQL
EM2300,Tin học kinh tế cơ sở,2(1-0-2-4),2,4,0.7,IT1130/IT1110,Introduction of Applied Computing for Economics and Business,Tin học kinh tế cơ sở,KKTVQL
EM1300,Nhập môn Quản trị kinh doanh,2(1-2-0-4),2,3,0.7,,Introduction to the Major of Business Administration,Nhập môn Quản trị kinh doanh,KKTVQL
EM1400,Nhập môn Quản lý công nghiệp,2(1-2-0-4),2,3,0.7,,Introduction to the Major of Industrial Management,Nhập môn Quản lý công nghiệp,KKTVQL
EM1500,Nhập môn Tài chính ngân hàng,2(1-2-0-4),2,3,0.7,,Introduction to the Major of Finance - Banking,Nhập môn Tài chính ngân hàng,KKTVQL
EM1600,Nhập môn Kinh tế công nghiệp,2(1-2-0-4),2,3,0.7,,Introduction to the Major of Energy Economics,Nhập môn Kinh tế công nghiệp,KKTVQL
EM1700,Nhập môn Kế toán,2(1-2-0-4),2,3,0.7,,Introduction to the Major of Accounting,Nhập môn Kế toán,KKTVQL
CH1015,Hoá học II,3(2-1-1-6),3,4.5,0.7,,Chemistry II,Hoá học II,KCNHH
CH1017,Hoá học,3(2-1-1-6),3,4.5,0.7,,Chemistry,Hoá học,KCNHH
CH1018,Hoá học,2(2-1-0-4),2,3,0.7,,Chemistry,Hoá học,KCNHH
CH1019,Hoá học,3(2-2-0-6),3,4,0.7,,Chemistry,Hoá học,KCNHH
CH3008,Hoá lý,2(2-1-0-4),2,3,0.7,,Physical Chemistry,Hoá lý,KCNHH
CH3081,Hoá lý,2(2-1-0-4),2,3,0.7,CH1018/CH1010/CH1012/CH1017,Physical Chemistry,Hoá lý,KCNHH
CH3082,Thí nghiệm Hoá lý,1(0-0-2-2),1,3,0.7,CH3081=,Physical Chemistry Lab,Thí nghiệm Hoá lý,KCNHH
EM1100,Kinh tế vi mô đại cương,3(3-1-0-6),3,4,0.7,,Principles of Microeconomics,Kinh tế vi mô đại cương,KKTVQL
EM1110,Kinh tế học vĩ mô đại cương,3(3-1-0-6),3,4,0.7,,Principles of Macroeconomics,Kinh tế học vĩ mô đại cương,KKTVQL
PE1014,Lý luận TDTT,0(0-0-2-0),0,1.5,1,,Sports theory,Lý luận TDTT,BGDTC
PE3304,Chuyên sâu Bóng rổ 4,0(0-0-2-0),0,1.5,1,,Intensive basketball IV,Chuyên sâu Bóng rổ 4,BGDTC
BFL3011,Kỹ năng nói tiếng Anh I,2(2-1-0-4),2,3,0.5,,Speaking Skills I,Kỹ năng nói tiếng Anh I,VDTLT
BFL3021,Kỹ năng nghe tiếng Anh I,3(2-2-0-6),3,4,0.6,,Listening Skills I,Kỹ năng nghe tiếng Anh I,VDTLT
BFL3031,Kỹ năng đọc tiếng Anh I,2(2-1-0-4),2,3,0.6,,Reading Skills I,Kỹ năng đọc tiếng Anh I,VDTLT
BFL3041,Kỹ năng viết tiếng Anh I,3(2-2-0-6),3,4,0.6,,Writing Skills I,Kỹ năng viết tiếng Anh I,VDTLT
BFL3715,Ngữ pháp TA thực hành I,2(1-2-0-4),2,3,0.6,,English Grammar in Practice I,Ngữ pháp TA thực hành I,VDTLT
BFL3012,Kỹ năng nói tiếng Anh II,2(2-1-0-4),2,3,0.5,,Speaking Skills II,Kỹ năng nói tiếng Anh II,VDTLT
BFL3022,Kỹ năng nghe tiếng Anh II,3(2-2-0-6),3,4,0.6,,Listening Skills II,Kỹ năng nghe tiếng Anh II,VDTLT
BFL3032,Kỹ năng đọc tiếng Anh II,3(2-2-0-6),3,4,0.6,,Reading Skills II,Kỹ năng đọc tiếng Anh II,VDTLT
BFL1330,Tiếng Việt thực hành,2(0-2-0-4),2,2,0.7,,Vietnamese Language in Practice,Tiếng Việt thực hành,VDTLT
BFL3013,Kỹ năng nói tiếng Anh III,3(2-2-0-6),3,4,0.5,,Speaking Skills III,Kỹ năng nói tiếng Anh III,VDTLT
BFL3042,Kỹ năng viết tiếng Anh II (BTL),3(2-1-0-6),3,3,0.6,,Writing Skills II,Kỹ năng viết tiếng Anh II (BTL),VDTLT
BFL3023,Kỹ năng nghe tiếng Anh III,3(2-2-0-6),3,4,0.6,,Listening Skills III,Kỹ năng nghe tiếng Anh III,VDTLT
BFL3716,Ngữ pháp TA thực hành II,2(1-2-0-4),2,3,0.6,,English Grammar in Practice II,Ngữ pháp TA thực hành II,VDTLT
BFL3055,Tiếng Anh kinh tế &KD I,3(2-2-0-6),3,4,0.5,,English for Economics and Business I,Tiếng Anh kinh tế &KD I,VDTLT
BFL3033,Kỹ năng đọc tiếng Anh III,3(2-2-0-6),3,4,0.6,,Reading Skills III,Kỹ năng đọc tiếng Anh III,VDTLT
EE3649,Cơ sở điện tử công suất,3(3-0-1-6),3,4.5,0.7,,Fuldamentals of Power Electronics,Cơ sở điện tử công suất,KD
EE4226,Điều khiển logic và PLC,3(3-1-0-6),3,4,0.7,,Logic Control and PLC,Điều khiển logic và PLC,KD
EE2036,Tương thích điện từ,2(2-0-0-4),2,2,0.7,,Electromagnetic compatibility,Tương thích điện từ,KD
EE4616,Cảm biến và đo lường thông minh,3(3-1-0-6),3,4,0.7,,Sensor and Intelligent Instrumentation,Cảm biến và đo lường thông minh,KD
FL3061,Nhập môn Tiếng Anh KHCN,2(2-1-0-4),2,3,0.6,,Introduction to English for Science and Technology,Nhập môn Tiếng Anh KHCN,KNN
BFL3043,Kỹ năng viết tiếng Anh III (BTL),3(3-1-0-6),3,4,0.5,,Writing Skills III,Kỹ năng viết tiếng Anh III (BTL),VDTLT
BFL3250,Văn hóa xã hội Anh,2(2-1-0-4),2,3,0.7,,British Culture and Society,Văn hóa xã hội Anh,VDTLT
BFL3051,Tiếng Anh KT điện - điện tử I,3(2-2-0-6),3,4,0.5,,English for Electrical and Electronic Eng. I,Tiếng Anh KT điện - điện tử I,VDTLT
